,batting_team,bowling_team,city,runs_left,balls_left,wickets,total_runs_x,crr,rrr,result
92306,Lucknow Super Giants,Kolkata Knight Riders,Lucknow,215,113,1,235,17.1,11.4,0
92307,Kings XI Punjab,Rajasthan Royals,Jaipur,116,64,4,191,8.0,10.9,0
92308,Kings XI Punjab,Rajasthan Royals,Jaipur,153,117,0,158,10.0,7.8,0
92309,Delhi Capitals,Rajasthan Royals,Jaipur,66,45,2,191,10.0,8.8,1
92310,Kings XI Punjab,Royal Challengers Bangalore,Indore,12,44,2,148,10.7,1.6,1
92311,Kings XI Punjab,Kolkata Knight Riders,Indore,122,51,5,245,10.7,14.4,0
92312,Deccan Chargers,Chennai Super Kings,East London,114,82,3,178,10.1,8.3,0
92313,Delhi Daredevils,Deccan Chargers,Hyderabad,8,21,5,175,10.1,2.3,1
92314,Mumbai Indians,Kolkata Knight Riders,Mumbai,174,122,0,178,-12.0,8.6,1
92315,Royal Challengers Bangalore,Mumbai Indians,Mumbai,26,12,8,187,8.9,13.0,0
92316,Mumbai Indians,Rajasthan Royals,Navi Mumbai,19,22,4,158,8.5,5.2,1
92317,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,149,76,4,216,9.1,11.8,0
92318,Kings XI Punjab,Chennai Super Kings,Chennai,105,25,7,192,5.5,25.2,0
92319,Mumbai Indians,Chennai Super Kings,Delhi,206,117,0,218,24.0,10.6,1
92320,Mumbai Indians,Royal Challengers Bangalore,Mumbai,89,66,1,170,9.0,8.1,1
92321,Kolkata Knight Riders,Rajasthan Royals,Kolkata,58,96,1,81,5.8,3.6,1
92322,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,55,61,1,134,8.0,5.4,1
92323,Mumbai Indians,Kolkata Knight Riders,Mumbai,129,111,0,155,17.3,7.0,1
92324,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai,59,83,2,120,9.9,4.3,1
92325,Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,148,114,1,153,5.0,7.8,1
92326,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,143,113,0,154,9.4,7.6,1
92327,Lucknow Super Giants,Gujarat Titans,Lucknow,7,7,7,135,6.8,6.0,0
92328,Kings XI Punjab,Deccan Chargers,Hyderabad,118,83,2,164,7.5,8.5,1
92329,Delhi Daredevils,Kings XI Punjab,Dharamsala,61,73,0,141,10.2,5.0,1
92330,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,124,108,0,158,17.0,6.9,1
92331,Chennai Super Kings,Mumbai Indians,Kolkata,190,113,0,202,10.3,10.1,0
92332,Mumbai Indians,Sunrisers Hyderabad,Mumbai,80,50,3,178,8.4,9.6,1
92333,Kolkata Knight Riders,Chennai Super Kings,Kolkata,83,77,1,154,9.9,6.5,1
92334,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,15,9,7,185,9.2,10.0,0
92335,Rajasthan Royals,Mumbai Indians,Abu Dhabi,186,117,0,195,18.0,9.5,1
92336,Mumbai Indians,Sunrisers Hyderabad,Mumbai,86,67,1,200,12.9,7.7,1
92337,Kings XI Punjab,Deccan Chargers,Kimberley,88,71,2,168,9.8,7.4,1
92338,Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,100,62,2,168,7.0,9.7,0
92339,Rajasthan Royals,Kolkata Knight Riders,Kolkata,89,74,3,147,7.6,7.2,1
92340,Rajasthan Royals,Royal Challengers Bangalore,Pune,118,70,3,180,7.4,10.1,0
92341,Kings XI Punjab,Chennai Super Kings,Chandigarh,174,87,1,240,12.0,12.0,0
92342,Delhi Capitals,Mumbai Indians,Sharjah,72,77,3,129,8.0,5.6,1
92343,Kolkata Knight Riders,Chennai Super Kings,Centurion,142,92,1,188,9.9,9.3,1
92344,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,143,121,0,150,-42.0,7.1,0
92345,Delhi Daredevils,Royal Challengers Bangalore,Delhi,117,64,3,215,10.5,11.0,0
92346,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,113,122,0,115,-6.0,5.6,1
92347,Delhi Capitals,Lucknow Super Giants,Mumbai,99,58,4,195,9.3,10.2,0
92348,Delhi Daredevils,Rajasthan Royals,Ahmedabad,88,23,8,201,7.0,23.0,0
92349,Chennai Super Kings,Kings XI Punjab,Mumbai,123,83,3,226,16.7,8.9,0
92350,Kings XI Punjab,Mumbai Indians,Chandigarh,147,88,2,189,7.9,10.0,0
92351,Kolkata Knight Riders,Lucknow Super Giants,Navi Mumbai,195,106,2,210,6.4,11.0,0
92352,Chennai Super Kings,Royal Challengers Bangalore,Chennai,2,27,3,70,4.4,0.4,1
92353,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,157,106,1,164,3.0,8.9,0
92354,Chennai Super Kings,Delhi Daredevils,Delhi,70,45,3,162,7.4,9.3,0
92355,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,30,7,5,195,8.8,25.7,0
92356,Mumbai Indians,Royal Challengers Bangalore,Mumbai,121,100,1,162,12.3,7.3,1
92357,Chennai Super Kings,Mumbai Indians,Mumbai,11,13,5,157,8.2,5.1,1
92358,Deccan Chargers,Mumbai Indians,Mumbai,92,64,4,172,8.6,8.6,0
92359,Chennai Super Kings,Royal Challengers Bangalore,Chennai,56,93,1,70,3.1,3.6,1
92360,Chennai Super Kings,Kings XI Punjab,Mumbai,103,81,0,178,11.5,7.6,1
92361,Delhi Capitals,Royal Challengers Bangalore,Bengaluru,101,56,5,174,6.8,10.8,0
92362,Delhi Daredevils,Royal Challengers Bangalore,Port Elizabeth,97,82,2,149,8.2,7.1,1
92363,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,145,88,3,165,3.8,9.9,0
92364,Kolkata Knight Riders,Delhi Capitals,Kolkata,71,88,1,153,15.4,4.8,1
92365,Deccan Chargers,Kolkata Knight Riders,Hyderabad,67,39,4,169,7.6,10.3,0
92366,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,97,46,8,191,7.6,12.7,0
92367,Kings XI Punjab,Rajasthan Royals,Indore,69,54,3,152,7.5,7.7,1
92368,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,24,16,6,157,7.7,9.0,0
92369,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,126,109,0,157,16.9,6.9,1
92370,Lucknow Super Giants,Rajasthan Royals,Jaipur,48,30,4,193,9.7,9.6,0
92371,Kings XI Punjab,Rajasthan Royals,Chandigarh,132,98,1,183,13.9,8.1,0
92372,Chennai Super Kings,Kings XI Punjab,Pune,126,101,1,153,8.5,7.5,1
92373,Mumbai Indians,Delhi Daredevils,Delhi,23,45,2,95,5.8,3.1,1
92374,Chennai Super Kings,Kolkata Knight Riders,Kolkata,53,42,4,119,5.1,7.6,1
92375,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,77,79,1,132,8.0,5.8,0
92376,Deccan Chargers,Chennai Super Kings,Nagpur,71,57,3,138,6.4,7.5,1
92377,Delhi Daredevils,Mumbai Indians,Centurion,47,53,2,165,10.6,5.3,1
92378,Chennai Super Kings,Rajasthan Royals,Chennai,70,48,2,211,11.8,8.8,0
92379,Kings XI Punjab,Mumbai Indians,Visakhapatnam,25,45,1,124,7.9,3.3,1
92380,Kolkata Knight Riders,Sunrisers Hyderabad,Visakhapatnam,174,124,0,176,-3.0,8.4,0
92381,Deccan Chargers,Kolkata Knight Riders,Johannesburg,131,108,0,160,14.5,7.3,1
92382,Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,84,55,4,157,6.7,9.2,0
92383,Deccan Chargers,Kings XI Punjab,Hyderabad,100,67,2,170,7.9,9.0,0
92384,Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,49,25,4,187,8.7,11.8,0
92385,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,53,19,6,169,6.9,16.7,0
92386,Rajasthan Royals,Chennai Super Kings,Jaipur,64,88,0,109,8.4,4.4,1
92387,Kolkata Knight Riders,Delhi Daredevils,Delhi,93,82,0,160,10.6,6.8,1
92388,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,12,26,1,171,10.1,2.8,1
92389,Kings XI Punjab,Delhi Daredevils,Chandigarh,38,38,3,166,9.4,6.0,1
92390,Delhi Daredevils,Sunrisers Hyderabad,Raipur,8,11,4,158,8.3,4.4,1
92391,Kolkata Knight Riders,Delhi Daredevils,Kolkata,17,58,1,98,7.8,1.8,1
92392,Royal Challengers Bangalore,Deccan Chargers,Cape Town,116,56,4,184,6.4,12.4,0
92393,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,138,92,1,177,8.4,9.0,1
92394,Delhi Capitals,Kings XI Punjab,Delhi,39,36,2,163,8.9,6.5,1
92395,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,42,38,5,132,6.6,6.6,0
92396,Kings XI Punjab,Mumbai Indians,Visakhapatnam,41,50,1,124,7.1,4.9,1
92397,Mumbai Indians,Chennai Super Kings,Dubai,109,80,3,156,7.0,8.2,0
92398,Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,146,96,1,202,14.0,9.1,0
92399,Kolkata Knight Riders,Gujarat Titans,Ahmedabad,40,16,7,204,9.5,15.0,1
92400,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,144,124,0,144,-0.0,7.0,0
92401,Mumbai Indians,Sunrisers Hyderabad,Mumbai,28,32,2,200,11.7,5.2,1
92402,Mumbai Indians,Chennai Super Kings,Chennai,105,74,1,165,7.8,8.5,0
92403,Mumbai Indians,Kings XI Punjab,Dharamsala,142,95,2,183,9.8,9.0,0
92404,Mumbai Indians,Chennai Super Kings,Chennai,137,109,0,158,11.5,7.5,1
92405,Kolkata Knight Riders,Rajasthan Royals,Jaipur,66,30,7,164,6.5,13.2,0
92406,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,156,61,5,197,4.2,15.3,0
92407,Gujarat Titans,Royal Challengers Bangalore,Bengaluru,88,54,1,197,9.9,9.8,1
92408,Chennai Super Kings,Royal Challengers Bangalore,Sharjah,154,123,0,156,-4.0,7.5,1
92409,Gujarat Titans,Rajasthan Royals,Jaipur,2,46,1,118,9.4,0.3,1
92410,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,95,113,2,106,9.4,5.0,0
92411,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,102,58,4,192,8.7,10.6,0
92412,Rajasthan Royals,Kolkata Knight Riders,Kolkata,183,107,1,223,18.5,10.3,1
92413,Mumbai Indians,Sunrisers Hyderabad,Mumbai,10,25,4,158,9.3,2.4,1
92414,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,59,77,1,154,13.3,4.6,1
92415,Delhi Daredevils,Mumbai Indians,Mumbai,24,12,7,142,6.6,12.0,0
92416,Rajasthan Royals,Chennai Super Kings,Centurion,98,60,3,164,6.6,9.8,0
92417,Mumbai Indians,Royal Challengers Bangalore,Dubai,110,91,0,165,11.4,7.3,0
92418,Lucknow Super Giants,Gujarat Titans,Lucknow,13,15,3,135,7.0,5.2,0
92419,Kolkata Knight Riders,Rajasthan Royals,Jaipur,158,118,0,164,18.0,8.0,0
92420,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,54,33,5,171,8.1,9.8,0
92421,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,153,96,1,183,7.5,9.6,0
92422,Rajasthan Royals,Kings XI Punjab,Abu Dhabi,45,43,2,185,10.9,6.3,1
92423,Chennai Super Kings,Sunrisers Hyderabad,Mumbai,32,34,2,178,10.2,5.6,1
92424,Mumbai Indians,Kolkata Knight Riders,Mumbai,150,104,0,178,10.5,8.7,1
92425,Mumbai Indians,Kings XI Punjab,Centurion,95,99,1,119,6.9,5.8,1
92426,Kolkata Knight Riders,Rajasthan Royals,Kolkata,72,74,1,131,7.7,5.8,1
92427,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,75,78,1,165,12.9,5.8,1
92428,Kings XI Punjab,Royal Challengers Bangalore,Durban,30,24,3,145,7.2,7.5,0
92429,Rajasthan Royals,Kings XI Punjab,Chandigarh,33,32,2,145,7.6,6.2,1
92430,Kolkata Knight Riders,Delhi Capitals,Kolkata,53,72,2,153,12.5,4.4,1
92431,Mumbai Indians,Kolkata Knight Riders,Mumbai,156,110,0,185,17.4,8.5,1
92432,Mumbai Indians,Royal Challengers Bangalore,Mumbai,113,94,0,171,13.4,7.2,1
92433,Royal Challengers Bangalore,Mumbai Indians,Mumbai,151,81,2,213,9.5,11.2,0
92434,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,144,125,0,144,-0.0,6.9,0
92435,Lucknow Super Giants,Chennai Super Kings,Mumbai,38,21,4,210,10.4,10.9,1
92436,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,56,30,5,192,9.1,11.2,0
92437,Mumbai Indians,Sunrisers Hyderabad,Mumbai,197,122,0,200,-9.0,9.7,1
92438,Chennai Super Kings,Rajasthan Royals,Mumbai,84,34,5,216,9.2,14.8,0
92439,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,58,40,3,175,8.8,8.7,0
92440,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,69,20,7,195,7.6,20.7,0
92441,Gujarat Titans,Royal Challengers Bangalore,Bengaluru,26,21,3,197,10.4,7.4,1
92442,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,15,18,3,142,7.5,5.0,1
92443,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,113,114,0,129,16.0,5.9,1
92444,Sunrisers Hyderabad,Gujarat Titans,Ahmedabad,159,98,4,188,7.9,9.7,0
92445,Chennai Super Kings,Kings XI Punjab,Chennai,40,52,1,136,8.5,4.6,0
92446,Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,130,78,2,187,8.1,10.0,0
92447,Mumbai Indians,Lucknow Super Giants,Mumbai,122,65,2,214,10.0,11.3,0
92448,Kings XI Punjab,Delhi Daredevils,Delhi,231,125,0,231,-0.0,11.1,0
92449,Chennai Super Kings,Deccan Chargers,Hyderabad,145,124,0,147,-3.0,7.0,1
92450,Mumbai Indians,Delhi Daredevils,Delhi,46,63,2,95,5.2,4.4,1
92451,Rajasthan Royals,Chennai Super Kings,Mumbai,66,50,5,140,6.3,7.9,0
92452,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,74,58,5,136,6.0,7.7,0
92453,Mumbai Indians,Rajasthan Royals,Kolkata,40,41,2,165,9.5,5.9,1
92454,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,68,46,1,183,9.3,8.9,1
92455,Kolkata Knight Riders,Royal Challengers Bangalore,Chennai,119,64,4,204,9.1,11.2,0
92456,Kolkata Knight Riders,Mumbai Indians,Mumbai,74,56,2,181,10.0,7.9,0
92457,Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,114,71,3,200,10.5,9.6,0
92458,Kolkata Knight Riders,Chennai Super Kings,Chennai,67,71,3,134,8.2,5.7,0
92459,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,84,60,4,177,9.3,8.4,1
92460,Deccan Chargers,Chennai Super Kings,Nagpur,4,14,4,138,7.6,1.7,1
92461,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,118,108,0,132,7.0,6.6,0
92462,Chennai Super Kings,Sunrisers Hyderabad,Chennai,83,67,2,159,8.6,7.4,1
92463,Kolkata Knight Riders,Lucknow Super Giants,Pune,146,80,4,176,4.5,11.0,0
92464,Rajasthan Royals,Mumbai Indians,Mumbai,175,104,2,197,8.2,10.1,0
92465,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,18,35,1,171,10.8,3.1,1
92466,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,129,100,1,152,6.9,7.7,0
92467,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,74,79,2,135,8.9,5.6,1
92468,Mumbai Indians,Chennai Super Kings,Chennai,72,55,2,158,7.9,7.9,1
92469,Deccan Chargers,Mumbai Indians,Mumbai,97,56,4,178,7.6,10.4,0
92470,Kings XI Punjab,Royal Challengers Bangalore,Mumbai,82,58,1,171,8.6,8.5,1
92471,Rajasthan Royals,Delhi Capitals,Mumbai,96,49,5,184,7.4,11.8,0
92472,Kolkata Knight Riders,Delhi Daredevils,Delhi,54,51,1,153,8.6,6.4,1
92473,Royal Challengers Bangalore,Deccan Chargers,Mumbai,55,94,0,82,6.2,3.5,1
92474,Delhi Daredevils,Mumbai Indians,Mumbai,188,123,0,194,-12.0,9.2,1
92475,Deccan Chargers,Royal Challengers Bangalore,Centurion,101,84,1,170,11.5,7.2,0
92476,Deccan Chargers,Kolkata Knight Riders,Kolkata,155,113,0,163,6.9,8.2,0
92477,Chennai Super Kings,Deccan Chargers,Hyderabad,129,112,0,147,13.5,6.9,1
92478,Kolkata Knight Riders,Rajasthan Royals,Kolkata,83,82,2,132,7.7,6.1,1
92479,Chennai Super Kings,Deccan Chargers,Hyderabad,106,95,1,147,9.8,6.7,1
92480,Rajasthan Royals,Kolkata Knight Riders,Kolkata,40,22,3,169,7.9,10.9,0
92481,Royal Challengers Bangalore,Rajasthan Royals,Pune,107,91,1,144,7.7,7.1,0
92482,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,15,60,3,70,5.5,1.5,1
92483,Chennai Super Kings,Royal Challengers Bangalore,Mumbai,117,64,2,169,5.6,11.0,0
92484,Kolkata Knight Riders,Rajasthan Royals,Cape Town,76,59,4,150,7.3,7.7,0
92485,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,20,28,2,157,8.9,4.3,1
92486,Sunrisers Hyderabad,Mumbai Indians,Mumbai,69,54,3,162,8.5,7.7,0
92487,Delhi Daredevils,Chennai Super Kings,Johannesburg,29,17,7,163,7.8,10.2,0
92488,Royal Challengers Bangalore,Kolkata Knight Riders,Abu Dhabi,38,86,1,84,8.1,2.7,1
92489,Mumbai Indians,Sunrisers Hyderabad,Mumbai,94,78,3,173,11.3,7.2,1
92490,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,60,52,0,160,8.8,6.9,1
92491,Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,86,59,2,152,6.5,8.7,0
92492,Deccan Chargers,Chennai Super Kings,Nagpur,130,115,0,138,9.6,6.8,1
92493,Deccan Chargers,Kolkata Knight Riders,Mumbai,138,110,0,161,13.8,7.5,0
92494,Rajasthan Royals,Mumbai Indians,Mumbai,110,84,1,168,9.7,7.9,1
92495,Kolkata Knight Riders,Chennai Super Kings,Kolkata,100,66,3,165,7.2,9.1,1
92496,Mumbai Indians,Chennai Super Kings,Dubai,102,72,3,156,6.8,8.5,0
92497,Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,67,117,0,80,26.0,3.4,1
92498,Chennai Super Kings,Kings XI Punjab,Mumbai,72,36,6,226,11.0,12.0,0
92499,Delhi Daredevils,Kolkata Knight Riders,Durban,79,67,1,154,8.5,7.1,1
92500,Kolkata Knight Riders,Mumbai Indians,Chennai,27,26,5,152,8.0,6.2,0
92501,Rajasthan Royals,Kolkata Knight Riders,Kolkata,50,30,2,169,7.9,10.0,0
92502,Mumbai Indians,Delhi Capitals,Delhi,112,95,0,172,14.4,7.1,1
92503,Rajasthan Royals,Delhi Daredevils,Jaipur,90,82,1,151,9.6,6.6,1
92504,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,94,58,5,159,6.3,9.7,0
92505,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,181,113,1,190,7.7,9.6,0
92506,Rajasthan Royals,Mumbai Indians,Mumbai,83,56,2,187,9.8,8.9,0
92507,Delhi Daredevils,Kolkata Knight Riders,Durban,65,57,1,154,8.5,6.8,1
92508,Kolkata Knight Riders,Chennai Super Kings,Dubai,91,52,3,192,8.9,10.5,0
92509,Delhi Daredevils,Deccan Chargers,Cuttack,79,58,2,171,8.9,8.2,0
92510,Kolkata Knight Riders,Kings XI Punjab,Kolkata,156,107,0,183,12.5,8.7,1
92511,Mumbai Indians,Royal Challengers Bangalore,Mumbai,151,115,1,162,13.2,7.9,1
92512,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,31,9,7,181,8.1,20.7,0
92513,Royal Challengers Bangalore,Mumbai Indians,Mumbai,116,54,5,194,7.1,12.9,0
92514,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,141,94,1,174,7.6,9.0,1
92515,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,136,104,1,176,15.0,7.8,1
92516,Delhi Daredevils,Deccan Chargers,Centurion,91,79,3,148,8.3,6.9,1
92517,Chennai Super Kings,Mumbai Indians,Mumbai,82,50,5,165,7.1,9.8,1
92518,Kings XI Punjab,Delhi Daredevils,Delhi,115,119,1,118,18.0,5.8,1
92519,Mumbai Indians,Royal Challengers Bangalore,Mumbai,138,99,1,170,9.1,8.4,1
92520,Sunrisers Hyderabad,Chennai Super Kings,Chennai,114,53,3,209,8.5,12.9,0
92521,Mumbai Indians,Kolkata Knight Riders,Bangalore,83,108,2,107,12.0,4.6,1
92522,Chennai Super Kings,Kolkata Knight Riders,Kolkata,16,18,6,119,6.1,5.3,1
92523,Kolkata Knight Riders,Chennai Super Kings,Chennai,100,73,1,190,11.5,8.2,1
92524,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,0,5,6,163,8.5,0.0,0
92525,Mumbai Indians,Kolkata Knight Riders,Mumbai,94,74,1,140,6.0,7.6,0
92526,Royal Challengers Bangalore,Chennai Super Kings,Chennai,182,104,2,205,8.6,10.5,0
92527,Lucknow Super Giants,Mumbai Indians,Chennai,96,59,5,182,8.5,9.8,0
92528,Chennai Super Kings,Delhi Daredevils,Delhi,92,56,1,178,8.1,9.9,1
92529,Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,138,83,2,187,7.9,10.0,0
92530,Deccan Chargers,Rajasthan Royals,Hyderabad,113,116,0,126,19.5,5.8,1
92531,Chennai Super Kings,Royal Challengers Bangalore,Chennai,198,114,0,205,7.0,10.4,1
92532,Delhi Daredevils,Kolkata Knight Riders,Delhi,133,110,1,148,9.0,7.3,0
92533,Kolkata Knight Riders,Delhi Daredevils,Delhi,143,119,0,153,60.0,7.2,1
92534,Kings XI Punjab,Chennai Super Kings,Centurion,182,122,1,185,-9.0,9.0,0
92535,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,63,37,4,185,8.8,10.2,1
92536,Kolkata Knight Riders,Kings XI Punjab,Kolkata,113,97,2,149,9.4,7.0,1
92537,Mumbai Indians,Kings XI Punjab,Mumbai,5,13,5,163,8.9,2.3,1
92538,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,100,122,0,106,-18.0,4.9,0
92539,Kolkata Knight Riders,Lucknow Super Giants,Kolkata,91,83,2,161,11.4,6.6,1
92540,Kolkata Knight Riders,Rajasthan Royals,Jaipur,151,117,1,159,16.0,7.7,1
92541,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,41,53,2,143,9.1,4.6,1
92542,Delhi Daredevils,Deccan Chargers,Delhi,84,62,4,145,6.3,8.1,0
92543,Kings XI Punjab,Deccan Chargers,Cuttack,131,85,3,170,6.7,9.2,0
92544,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,185,125,0,185,-0.0,8.9,0
92545,Kings XI Punjab,Delhi Daredevils,Delhi,40,49,2,111,6.0,4.9,1
92546,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,69,66,3,128,6.6,6.3,1
92547,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,22,5,6,192,8.9,26.4,0
92548,Mumbai Indians,Chennai Super Kings,Mumbai,140,86,0,206,11.6,9.8,0
92549,Delhi Daredevils,Mumbai Indians,Mumbai,30,17,9,162,7.7,10.6,0
92550,Royal Challengers Bangalore,Mumbai Indians,Mumbai,119,57,5,194,7.1,12.5,0
92551,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,112,74,2,167,7.2,9.1,0
92552,Kolkata Knight Riders,Rajasthan Royals,Mumbai,209,123,1,217,-16.0,10.2,0
92553,Mumbai Indians,Royal Challengers Bangalore,Mumbai,119,55,4,201,7.6,13.0,0
92554,Mumbai Indians,Sunrisers Hyderabad,Mumbai,86,48,3,172,7.2,10.8,0
92555,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,11,26,3,117,6.8,2.5,1
92556,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,98,65,1,177,8.6,9.0,1
92557,Rajasthan Royals,Delhi Daredevils,Delhi,96,72,2,196,12.5,8.0,0
92558,Rajasthan Royals,Mumbai Indians,Jaipur,69,59,3,145,7.5,7.0,1
92559,Delhi Daredevils,Royal Challengers Bangalore,Bangalore,89,68,2,157,7.8,7.9,0
92560,Rajasthan Royals,Mumbai Indians,Ahmedabad,129,87,3,178,8.9,8.9,0
92561,Delhi Capitals,Chennai Super Kings,Dubai,111,106,1,136,10.7,6.3,1
92562,Delhi Daredevils,Kolkata Knight Riders,Pune,138,115,0,162,28.8,7.2,0
92563,Kings XI Punjab,Mumbai Indians,Chandigarh,35,35,2,176,10.0,6.0,1
92564,Rajasthan Royals,Kings XI Punjab,Mumbai,108,57,2,223,11.0,11.4,1
92565,Mumbai Indians,Chennai Super Kings,Delhi,195,110,0,218,13.8,10.6,1
92566,Kings XI Punjab,Mumbai Indians,Chandigarh,65,63,2,154,9.4,6.2,1
92567,Mumbai Indians,Rajasthan Royals,Kolkata,48,45,1,165,9.4,6.4,1
92568,Rajasthan Royals,Gujarat Titans,Mumbai,72,44,6,192,9.5,9.8,0
92569,Kings XI Punjab,Chennai Super Kings,Chandigarh,128,63,2,240,11.8,12.2,0
92570,Chennai Super Kings,Rajasthan Royals,Jaipur,73,30,5,202,8.6,14.6,0
92571,Kings XI Punjab,Rajasthan Royals,Pune,111,91,3,162,10.6,7.3,0
92572,Chennai Super Kings,Sunrisers Hyderabad,Chennai,83,68,2,159,8.8,7.3,1
92573,Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,127,113,1,146,16.3,6.7,1
92574,Chennai Super Kings,Royal Challengers Bangalore,Chennai,23,27,3,161,8.9,5.1,1
92575,Rajasthan Royals,Delhi Capitals,Delhi,41,28,4,221,11.7,8.8,0
92576,Mumbai Indians,Gujarat Titans,Ahmedabad,108,42,6,207,7.6,15.4,0
92577,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,16,16,2,173,9.1,6.0,1
92578,Delhi Capitals,Kings XI Punjab,Delhi,83,71,1,163,9.8,7.0,1
92579,Kolkata Knight Riders,Rajasthan Royals,Mumbai,15,11,8,199,10.1,8.2,0
92580,Delhi Daredevils,Kolkata Knight Riders,Kolkata,87,62,5,200,11.7,8.4,0
92581,Kolkata Knight Riders,Rajasthan Royals,Durban,57,61,5,101,4.5,5.6,1
92582,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,82,50,5,169,7.5,9.8,1
92583,Rajasthan Royals,Mumbai Indians,Abu Dhabi,191,121,0,195,-24.0,9.5,1
92584,Deccan Chargers,Chennai Super Kings,Mumbai,139,113,0,142,2.6,7.4,0
92585,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,93,43,5,178,6.6,13.0,0
92586,Chennai Super Kings,Deccan Chargers,Chennai,61,24,7,190,8.1,15.2,0
92587,Mumbai Indians,Kings XI Punjab,Centurion,118,125,0,119,-1.2,5.7,1
92588,Delhi Capitals,Lucknow Super Giants,Lucknow,7,22,4,167,9.8,1.9,1
92589,Mumbai Indians,Kolkata Knight Riders,Mumbai,37,48,1,133,8.0,4.6,1
92590,Royal Challengers Bangalore,Deccan Chargers,Johannesburg,33,26,8,143,7.0,7.6,0
92591,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,42,103,0,70,9.9,2.4,1
92592,Mumbai Indians,Royal Challengers Bangalore,Dubai,69,43,4,165,7.5,9.6,0
